61.0	65.0	45.0	56.0	46.0	42.0	42.0	96.0	34.0	55.0	44.0	76.0
67.0	15.0	28.0	51.0	19.0	55.0	43.0	38.0	42.0	26.0	70.0	46.0
81.0	23.0	45.0	65.0	38.0	72.0	60.0	26.0	60.0	41.0	86.0	53.0
28.0	56.0	18.0	18.0	29.0	10.0	4.0	84.0	7.0	24.0	24.0	38.0
71.0	12.0	31.0	55.0	21.0	58.0	46.0	35.0	45.0	30.0	73.0	49.0
90.0	13.0	50.0	74.0	39.0	77.0	65.0	17.0	63.0	49.0	92.0	67.0
36.0	62.0	29.0	32.0	36.0	17.0	19.0	92.0	13.0	37.0	23.0	53.0
69.0	32.0	32.0	56.0	22.0	50.0	41.0	61.0	34.0	40.0	61.0	65.0
60.0	21.0	18.0	44.0	8.0	46.0	34.0	48.0	32.0	20.0	60.0	43.0
61.0	52.0	44.0	48.0	47.0	61.0	52.0	60.0	57.0	35.0	74.0	26.0
60.0	21.0	18.0	45.0	6.0	45.0	33.0	50.0	30.0	22.0	59.0	47.0
42.0	87.0	59.0	40.0	69.0	56.0	55.0	101.0	63.0	51.0	62.0	26.0
63.0	64.0	53.0	51.0	58.0	66.0	59.0	71.0	65.0	43.0	78.0	27.0
12.0	70.0	32.0	6.0	45.0	19.0	21.0	94.0	29.0	30.0	26.0	25.0
51.0	51.0	28.0	43.0	29.0	31.0	28.0	81.0	19.0	38.0	39.0	60.0
22.0	91.0	53.0	34.0	64.0	25.0	37.0	119.0	40.0	56.0	11.0	57.0
56.0	61.0	39.0	51.0	40.0	37.0	36.0	92.0	28.0	49.0	40.0	70.0
70.0	21.0	29.0	56.0	17.0	52.0	42.0	51.0	37.0	36.0	65.0	61.0
17.0	69.0	30.0	16.0	42.0	4.0	15.0	96.0	19.0	33.0	13.0	40.0
72.0	38.0	43.0	56.0	41.0	66.0	55.0	43.0	58.0	36.0	81.0	39.0
85.0	33.0	52.0	69.0	46.0	78.0	66.0	28.0	68.0	47.0	92.0	54.0
62.0	55.0	39.0	55.0	37.0	42.0	39.0	85.0	31.0	49.0	48.0	72.0
68.0	15.0	27.0	53.0	14.0	52.0	41.0	46.0	37.0	31.0	66.0	55.0
34.0	79.0	44.0	37.0	53.0	21.0	31.0	109.0	29.0	51.0	14.0	61.0
57.0	52.0	33.0	49.0	32.0	37.0	33.0	82.0	25.0	43.0	44.0	65.0
66.0	26.0	32.0	50.0	27.0	57.0	45.0	40.0	47.0	26.0	72.0	39.0
32.0	51.0	20.0	16.0	30.0	29.0	20.0	74.0	27.0	12.0	42.0	15.0
43.0	53.0	24.0	35.0	28.0	23.0	20.0	83.0	12.0	33.0	32.0	53.0
5.0	75.0	37.0	12.0	50.0	16.0	23.0	101.0	30.0	37.0	20.0	33.0
30.0	71.0	35.0	30.0	44.0	14.0	22.0	100.0	20.0	42.0	13.0	53.0
29.0	108.0	69.0	45.0	82.0	44.0	54.0	134.0	59.0	70.0	33.0	63.0
27.0	83.0	46.0	34.0	56.0	20.0	31.0	111.0	31.0	51.0	7.0	58.0
55.0	29.0	15.0	41.0	6.0	38.0	28.0	59.0	23.0	22.0	52.0	48.0
22.0	94.0	58.0	31.0	70.0	42.0	47.0	115.0	55.0	54.0	41.0	37.0
62.0	43.0	31.0	52.0	26.0	42.0	36.0	73.0	28.0	41.0	51.0	65.0
85.0	7.0	45.0	69.0	33.0	72.0	60.0	24.0	58.0	45.0	86.0	64.0
89.0	9.0	47.0	73.0	35.0	74.0	63.0	25.0	59.0	48.0	88.0	69.0
26.0	67.0	34.0	16.0	46.0	32.0	29.0	87.0	38.0	28.0	42.0	11.0
62.0	65.0	53.0	51.0	58.0	66.0	59.0	72.0	65.0	44.0	78.0	27.0
61.0	31.0	30.0	45.0	29.0	54.0	43.0	46.0	45.0	23.0	69.0	33.0
