11.0	48.0	43.0	29.0	42.0	55.0	26.0	48.0	55.0	64.0	49.0	20.0
46.0	14.0	67.0	51.0	20.0	25.0	16.0	21.0	67.0	67.0	36.0	22.0
23.0	78.0	64.0	24.0	60.0	86.0	55.0	67.0	82.0	56.0	81.0	50.0
27.0	68.0	78.0	8.0	40.0	78.0	48.0	46.0	92.0	30.0	79.0	45.0
68.0	56.0	28.0	86.0	80.0	50.0	55.0	83.0	8.0	118.0	31.0	53.0
35.0	81.0	85.0	18.0	54.0	91.0	60.0	59.0	100.0	33.0	91.0	57.0
59.0	85.0	110.0	40.0	51.0	96.0	70.0	54.0	122.0	4.0	103.0	70.0
58.0	49.0	23.0	75.0	71.0	45.0	45.0	74.0	11.0	108.0	26.0	43.0
44.0	86.0	95.0	26.0	56.0	97.0	67.0	61.0	110.0	25.0	99.0	64.0
54.0	32.0	87.0	51.0	13.0	43.0	33.0	7.0	88.0	54.0	57.0	39.0
53.0	81.0	104.0	34.0	47.0	92.0	65.0	50.0	116.0	4.0	98.0	65.0
26.0	62.0	28.0	45.0	62.0	66.0	43.0	68.0	46.0	82.0	54.0	36.0
35.0	84.0	47.0	47.0	77.0	89.0	63.0	83.0	68.0	82.0	79.0	56.0
26.0	79.0	71.0	20.0	58.0	88.0	57.0	64.0	89.0	48.0	85.0	53.0
74.0	62.0	32.0	92.0	87.0	55.0	61.0	90.0	10.0	125.0	36.0	59.0
23.0	70.0	74.0	7.0	45.0	79.0	48.0	51.0	88.0	37.0	79.0	45.0
43.0	60.0	91.0	29.0	26.0	71.0	46.0	29.0	100.0	21.0	79.0	47.0
29.0	26.0	54.0	38.0	24.0	35.0	4.0	29.0	58.0	63.0	37.0	6.0
60.0	6.0	71.0	67.0	36.0	12.0	28.0	34.0	65.0	82.0	30.0	34.0
49.0	49.0	92.0	39.0	16.0	60.0	41.0	16.0	97.0	34.0	71.0	44.0
48.0	54.0	94.0	37.0	21.0	66.0	45.0	22.0	100.0	28.0	76.0	47.0
37.0	44.0	23.0	55.0	56.0	45.0	31.0	60.0	30.0	88.0	31.0	26.0
52.0	86.0	104.0	33.0	53.0	97.0	69.0	57.0	117.0	13.0	102.0	68.0
74.0	30.0	95.0	75.0	37.0	36.0	46.0	31.0	90.0	79.0	55.0	52.0
45.0	19.0	71.0	48.0	16.0	30.0	18.0	16.0	71.0	62.0	41.0	24.0
61.0	33.0	42.0	76.0	61.0	26.0	38.0	63.0	30.0	104.0	7.0	38.0
12.0	48.0	59.0	16.0	30.0	57.0	26.0	36.0	71.0	48.0	57.0	23.0
40.0	86.0	90.0	24.0	58.0	96.0	65.0	63.0	106.0	32.0	97.0	62.0
28.0	82.0	58.0	34.0	68.0	89.0	60.0	75.0	78.0	67.0	82.0	54.0
54.0	7.0	70.0	60.0	28.0	18.0	23.0	27.0	67.0	75.0	33.0	29.0
23.0	69.0	74.0	6.0	43.0	78.0	48.0	50.0	89.0	36.0	79.0	44.0
53.0	69.0	102.0	37.0	35.0	80.0	57.0	37.0	111.0	13.0	89.0	58.0
46.0	14.0	67.0	51.0	21.0	25.0	16.0	21.0	66.0	67.0	36.0	22.0
48.0	12.0	68.0	54.0	23.0	23.0	18.0	22.0	67.0	69.0	35.0	24.0
70.0	62.0	26.0	88.0	85.0	57.0	59.0	88.0	4.0	122.0	37.0	57.0
36.0	23.0	45.0	49.0	36.0	28.0	11.0	40.0	46.0	76.0	24.0	11.0
54.0	19.0	79.0	56.0	20.0	30.0	27.0	16.0	77.0	66.0	45.0	33.0
55.0	28.0	85.0	54.0	16.0	39.0	32.0	10.0	85.0	59.0	53.0	38.0
16.0	39.0	52.0	27.0	29.0	48.0	17.0	36.0	61.0	57.0	46.0	12.0
35.0	35.0	74.0	33.0	6.0	46.0	23.0	13.0	79.0	45.0	54.0	26.0
