105.0	66.0	79.0	82.0	94.0	78.0	99.0	8.0	75.0	45.0	87.0	63.0	62.0	8.0	69.0	88.0	110.0	54.0	10.0	81.0	62.0	27.0	110.0	33.0	79.0	96.0	54.0	45.0	96.0	12.0
45.0	97.0	20.0	57.0	82.0	11.0	63.0	94.0	95.0	74.0	22.0	32.0	85.0	81.0	30.0	85.0	45.0	35.0	82.0	50.0	96.0	69.0	38.0	55.0	15.0	73.0	34.0	54.0	34.0	78.0
70.0	66.0	43.0	55.0	74.0	40.0	70.0	44.0	69.0	38.0	49.0	30.0	55.0	32.0	33.0	72.0	75.0	17.0	34.0	51.0	63.0	22.0	73.0	6.0	42.0	72.0	17.0	19.0	60.0	30.0
56.0	52.0	50.0	36.0	55.0	43.0	52.0	53.0	53.0	26.0	39.0	42.0	41.0	44.0	22.0	53.0	61.0	29.0	48.0	33.0	50.0	24.0	61.0	22.0	47.0	53.0	27.0	6.0	47.0	44.0
97.0	45.0	85.0	69.0	77.0	81.0	86.0	17.0	54.0	29.0	83.0	71.0	42.0	25.0	65.0	70.0	103.0	59.0	29.0	70.0	41.0	20.0	104.0	37.0	83.0	81.0	58.0	38.0	90.0	29.0
57.0	29.0	93.0	27.0	14.0	83.0	35.0	81.0	19.0	37.0	63.0	89.0	24.0	81.0	54.0	6.0	64.0	76.0	86.0	33.0	32.0	57.0	70.0	69.0	88.0	23.0	74.0	48.0	59.0	83.0
64.0	19.0	91.0	31.0	25.0	82.0	43.0	70.0	12.0	27.0	65.0	85.0	12.0	71.0	53.0	17.0	70.0	72.0	76.0	37.0	22.0	48.0	76.0	61.0	86.0	33.0	69.0	41.0	63.0	74.0
20.0	66.0	76.0	19.0	30.0	65.0	4.0	102.0	58.0	60.0	38.0	80.0	57.0	97.0	41.0	38.0	26.0	71.0	100.0	20.0	68.0	73.0	34.0	75.0	71.0	18.0	68.0	56.0	28.0	97.0
88.0	74.0	52.0	72.0	90.0	53.0	88.0	35.0	80.0	47.0	66.0	36.0	66.0	19.0	51.0	86.0	92.0	28.0	19.0	69.0	71.0	27.0	90.0	14.0	53.0	88.0	29.0	34.0	78.0	16.0
57.0	26.0	79.0	25.0	29.0	70.0	41.0	64.0	23.0	20.0	55.0	73.0	15.0	63.0	42.0	24.0	64.0	60.0	68.0	30.0	27.0	39.0	69.0	51.0	75.0	33.0	58.0	30.0	55.0	65.0
