65.0	30.0	83.0	80.0	72.0	33.0	7.0	64.0	65.0	50.0	11.0	14.0	60.0	75.0	49.0	99.0	56.0	48.0	35.0	52.0	54.0	40.0	40.0	25.0	32.0	64.0	34.0	59.0	83.0	17.0
54.0	85.0	16.0	13.0	62.0	57.0	93.0	28.0	28.0	75.0	79.0	77.0	55.0	49.0	41.0	10.0	39.0	98.0	65.0	57.0	37.0	70.0	109.0	65.0	93.0	25.0	86.0	36.0	8.0	73.0
52.0	17.0	87.0	87.0	52.0	50.0	36.0	72.0	72.0	27.0	42.0	49.0	49.0	63.0	61.0	110.0	61.0	7.0	69.0	85.0	66.0	78.0	13.0	48.0	11.0	78.0	76.0	82.0	96.0	49.0
52.0	77.0	21.0	15.0	61.0	46.0	81.0	22.0	22.0	70.0	68.0	64.0	52.0	49.0	32.0	22.0	32.0	91.0	51.0	43.0	27.0	57.0	100.0	53.0	85.0	14.0	73.0	22.0	6.0	61.0
71.0	48.0	79.0	75.0	80.0	33.0	29.0	61.0	61.0	63.0	22.0	15.0	67.0	79.0	46.0	90.0	55.0	67.0	18.0	34.0	50.0	20.0	61.0	25.0	52.0	57.0	14.0	47.0	74.0	17.0
58.0	44.0	64.0	59.0	68.0	20.0	33.0	46.0	46.0	54.0	21.0	14.0	55.0	66.0	31.0	76.0	40.0	64.0	8.0	26.0	34.0	18.0	62.0	14.0	50.0	42.0	25.0	33.0	60.0	12.0
45.0	24.0	63.0	60.0	53.0	13.0	22.0	44.0	45.0	35.0	10.0	12.0	41.0	55.0	29.0	81.0	35.0	43.0	28.0	44.0	34.0	38.0	44.0	8.0	31.0	46.0	41.0	44.0	65.0	11.0
45.0	23.0	82.0	83.0	43.0	52.0	46.0	69.0	69.0	21.0	49.0	55.0	43.0	55.0	60.0	106.0	58.0	5.0	74.0	89.0	64.0	84.0	24.0	52.0	20.0	77.0	84.0	82.0	93.0	55.0
59.0	64.0	47.0	41.0	70.0	31.0	59.0	33.0	34.0	66.0	46.0	40.0	57.0	62.0	27.0	52.0	35.0	82.0	22.0	13.0	26.0	26.0	85.0	33.0	71.0	24.0	42.0	9.0	37.0	38.0
32.0	71.0	11.0	16.0	38.0	51.0	85.0	22.0	21.0	56.0	73.0	73.0	34.0	24.0	36.0	34.0	28.0	80.0	69.0	67.0	33.0	77.0	93.0	60.0	79.0	30.0	91.0	46.0	29.0	70.0
56.0	15.0	89.0	88.0	58.0	47.0	28.0	72.0	72.0	32.0	35.0	42.0	53.0	67.0	60.0	110.0	61.0	16.0	63.0	80.0	65.0	72.0	8.0	44.0	7.0	77.0	68.0	79.0	96.0	43.0
63.0	70.0	47.0	41.0	74.0	37.0	65.0	35.0	36.0	71.0	52.0	46.0	61.0	65.0	31.0	49.0	39.0	88.0	27.0	14.0	29.0	29.0	91.0	39.0	77.0	25.0	46.0	10.0	35.0	43.0
22.0	61.0	47.0	52.0	14.0	61.0	84.0	47.0	47.0	40.0	76.0	79.0	26.0	17.0	53.0	71.0	44.0	60.0	85.0	91.0	53.0	96.0	78.0	68.0	67.0	59.0	105.0	73.0	65.0	77.0
75.0	63.0	71.0	66.0	85.0	37.0	49.0	56.0	56.0	73.0	38.0	31.0	71.0	81.0	44.0	78.0	54.0	83.0	12.0	15.0	45.0	1.0	80.0	33.0	69.0	48.0	17.0	35.0	62.0	30.0
58.0	16.0	84.0	82.0	63.0	37.0	11.0	66.0	66.0	38.0	19.0	26.0	54.0	69.0	52.0	103.0	56.0	31.0	48.0	66.0	57.0	56.0	23.0	31.0	15.0	69.0	52.0	67.0	88.0	28.0
45.0	12.0	79.0	79.0	46.0	44.0	35.0	64.0	64.0	20.0	38.0	45.0	41.0	55.0	54.0	102.0	53.0	8.0	64.0	80.0	58.0	74.0	19.0	43.0	10.0	71.0	73.0	75.0	88.0	45.0
61.0	72.0	41.0	35.0	71.0	39.0	69.0	32.0	32.0	71.0	56.0	50.0	59.0	62.0	30.0	43.0	37.0	89.0	32.0	21.0	27.0	35.0	94.0	42.0	79.0	21.0	52.0	7.0	28.0	47.0
17.0	59.0	26.0	30.0	22.0	47.0	77.0	26.0	25.0	42.0	67.0	68.0	20.0	8.0	35.0	50.0	26.0	65.0	69.0	72.0	34.0	79.0	81.0	56.0	67.0	37.0	90.0	52.0	43.0	65.0
20.0	29.0	45.0	44.0	29.0	19.0	45.0	29.0	29.0	21.0	35.0	37.0	16.0	30.0	20.0	67.0	18.0	41.0	45.0	55.0	24.0	56.0	52.0	26.0	37.0	36.0	63.0	43.0	53.0	35.0
74.0	74.0	61.0	55.0	85.0	43.0	64.0	49.0	49.0	79.0	52.0	45.0	71.0	78.0	42.0	62.0	50.0	93.0	23.0	6.0	41.0	20.0	93.0	42.0	80.0	39.0	36.0	23.0	48.0	43.0
49.0	50.0	46.0	41.0	59.0	17.0	48.0	29.0	30.0	53.0	34.0	29.0	46.0	54.0	17.0	57.0	27.0	68.0	18.0	22.0	18.0	27.0	72.0	20.0	58.0	24.0	40.0	16.0	41.0	26.0
14.0	44.0	31.0	31.0	25.0	28.0	58.0	18.0	18.0	31.0	48.0	49.0	13.0	19.0	18.0	54.0	10.0	54.0	51.0	56.0	19.0	61.0	66.0	36.0	51.0	28.0	72.0	40.0	42.0	46.0
26.0	26.0	48.0	47.0	34.0	15.0	40.0	31.0	31.0	23.0	30.0	32.0	21.0	35.0	20.0	69.0	20.0	41.0	41.0	52.0	24.0	51.0	50.0	21.0	35.0	37.0	58.0	42.0	54.0	30.0
30.0	24.0	68.0	69.0	29.0	44.0	49.0	56.0	56.0	8.0	47.0	53.0	28.0	40.0	49.0	92.0	46.0	19.0	69.0	82.0	53.0	79.0	36.0	47.0	27.0	64.0	82.0	72.0	80.0	52.0
53.0	27.0	70.0	67.0	61.0	20.0	16.0	51.0	52.0	42.0	3.0	6.0	49.0	63.0	36.0	87.0	43.0	46.0	27.0	44.0	41.0	35.0	44.0	12.0	32.0	51.0	35.0	47.0	71.0	7.0
25.0	63.0	14.0	18.0	32.0	44.0	77.0	17.0	16.0	48.0	66.0	66.0	27.0	19.0	30.0	39.0	21.0	72.0	63.0	63.0	27.0	72.0	85.0	53.0	71.0	27.0	85.0	42.0	31.0	63.0
41.0	12.0	76.0	76.0	42.0	42.0	37.0	61.0	61.0	16.0	38.0	44.0	38.0	52.0	51.0	99.0	50.0	10.0	63.0	78.0	56.0	73.0	23.0	42.0	12.0	68.0	73.0	72.0	85.0	44.0
68.0	39.0	82.0	78.0	76.0	33.0	18.0	63.0	64.0	56.0	14.0	11.0	64.0	77.0	48.0	96.0	56.0	57.0	27.0	44.0	52.0	31.0	50.0	24.0	42.0	61.0	24.0	54.0	80.0	14.0
33.0	55.0	23.0	20.0	44.0	27.0	63.0	5.0	6.0	48.0	50.0	48.0	32.0	34.0	11.0	40.0	10.0	69.0	41.0	41.0	7.0	50.0	79.0	36.0	63.0	9.0	64.0	22.0	25.0	45.0
44.0	27.0	82.0	83.0	41.0	55.0	51.0	69.0	69.0	21.0	53.0	60.0	42.0	53.0	62.0	106.0	59.0	11.0	78.0	92.0	66.0	88.0	30.0	56.0	26.0	77.0	89.0	84.0	93.0	60.0
32.0	59.0	17.0	14.0	42.0	33.0	68.0	2.0	2.0	50.0	56.0	54.0	32.0	31.0	17.0	36.0	13.0	72.0	48.0	47.0	13.0	56.0	82.0	41.0	67.0	11.0	70.0	26.0	23.0	51.0
40.0	62.0	21.0	17.0	50.0	32.0	68.0	9.0	10.0	55.0	54.0	52.0	39.0	40.0	17.0	35.0	18.0	76.0	42.0	39.0	12.0	50.0	85.0	40.0	70.0	2.0	65.0	18.0	19.0	48.0
20.0	45.0	29.0	28.0	30.0	25.0	58.0	14.0	13.0	35.0	46.0	46.0	18.0	23.0	13.0	51.0	4.0	57.0	47.0	51.0	14.0	57.0	68.0	34.0	53.0	23.0	68.0	34.0	38.0	43.0
59.0	74.0	36.0	30.0	69.0	41.0	73.0	29.0	29.0	72.0	60.0	55.0	58.0	59.0	30.0	37.0	35.0	90.0	38.0	27.0	27.0	41.0	96.0	46.0	82.0	18.0	58.0	9.0	22.0	52.0
27.0	67.0	14.0	19.0	33.0	48.0	81.0	21.0	20.0	51.0	70.0	70.0	30.0	20.0	34.0	38.0	25.0	75.0	67.0	67.0	31.0	76.0	89.0	57.0	74.0	30.0	89.0	46.0	32.0	67.0
19.0	37.0	58.0	60.0	13.0	47.0	62.0	49.0	48.0	16.0	57.0	61.0	19.0	26.0	47.0	82.0	40.0	35.0	73.0	83.0	49.0	84.0	53.0	53.0	42.0	59.0	90.0	70.0	72.0	60.0
13.0	35.0	52.0	54.0	12.0	41.0	58.0	42.0	42.0	14.0	52.0	56.0	12.0	23.0	40.0	77.0	33.0	36.0	67.0	76.0	42.0	78.0	53.0	47.0	41.0	52.0	84.0	63.0	66.0	54.0
29.0	70.0	18.0	23.0	33.0	54.0	86.0	27.0	26.0	54.0	75.0	75.0	32.0	19.0	40.0	40.0	31.0	77.0	73.0	73.0	37.0	82.0	92.0	63.0	78.0	36.0	95.0	52.0	36.0	72.0
